Categoria,Ciudad,Pais/Región,Nombre del Cliente,Proveedor,Fecha de Orden,ID Orden,Codigo Postal,Nombre de Producto,Region,Segmento,Fecha de Envio,Modo de Envio,Estado/Provincia,Sub-Categoria,Descuento,Ganancia,Cantidad,Ventas
Suministros de Oficina,Houston,United States,Jeremy Ellison,Avery,22/11/2021,US-2021-132577,77095,Avery 494,Central,Consumidor,27/11/2021,Standard Class,Texas,Etiquetas,0.2,0.6786,1,2.088
Tecnología,Houston,United States,Jeremy Ellison,KeyTronic,22/11/2021,US-2021-132577,77095,KeyTronic KT800P2 - Keyboard - Black,Central,Consumidor,27/11/2021,Standard Class,Texas,Accesorios,0.2,-0.6008,2,24.032
Muebles,Philadelphia,United States,Luke Schmidt,Nu-Dell,23/11/2021,US-2021-160129,19140,Nu-Dell Float Frame 11 x 14 1/2,Este,Corporativo,23/11/2021,Mismo Dia,Pennsylvania,Muebleria,0.2,3.9512,2,14.368
Muebles,Philadelphia,United States,Luke Schmidt,DAX,23/11/2021,US-2021-160129,19140,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Este,Corporativo,23/11/2021,Mismo Dia,Pennsylvania,Muebleria,0.2,12.3284,7,70.448
Suministros de Oficina,Philadelphia,United States,Luke Schmidt,Advantus,23/11/2021,US-2021-160129,19140,Advantus Map Pennant Flags and Round Head Tacks,Este,Corporativo,23/11/2021,Mismo Dia,Pennsylvania,Ajustadores,0.2,2.37,5,15.8
Muebles,Hialeah,United States,Sample Company A,O'Sullivan,24/11/2021,US-2021-123533,33012,O'Sullivan Cherrywood Estates Traditional Bookcase,Sur,Home Office,30/11/2021,Standard Class,Florida,Libreros,0.2,8.498,5,339.92
Muebles,Los Angeles,United States,Sung Pak,Global,24/11/2021,US-2021-163881,90036,Global Leather Executive Chair,Oeste,Corporativo,30/11/2021,Standard Class,California,Sillas,0.2,210.594,6,1684.752
Muebles,Los Angeles,United States,Alyssa Tate,DAX,24/11/2021,US-2021-100468,90045,"DAX Value U-Channel Document Frames, Easel Back",Oeste,Home Office,01/12/2021,Standard Class,California,Muebleria,0,3.0814,2,9.94
Muebles,Baltimore,United States,Laura Armstrong,Howard Miller,24/11/2021,US-2021-123806,21215,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Este,Corporativo,27/11/2021,Second Class,Maryland,Muebleria,0,85.1816,4,207.76
Muebles,Seattle,United States,Steve Carroll,Howard Miller,24/11/2021,US-2021-113726,98105,Howard Miller Distant Time Traveler Alarm Clock,Oeste,Home Office,01/12/2021,Standard Class,Washington,Muebleria,0,33.7266,3,82.26
Suministros de Oficina,Hialeah,United States,Sample Company A,Fellowes,24/11/2021,US-2021-123533,33012,Fellowes Advanced Computer Series Surge Protectors,Sur,Home Office,30/11/2021,Standard Class,Florida,Linea Blanca,0.2,4.2384,2,42.384
Suministros de Oficina,Dallas,United States,Neola Schneider,Dixon,24/11/2021,US-2021-128531,75217,"Dixon My First Ticonderoga Pencil, #2",Central,Consumidor,26/11/2021,Second Class,Texas,Arte,0.2,1.5795,3,14.04
Suministros de Oficina,New York City,United States,Nat Carroll,Acco,24/11/2021,US-2021-124485,10035,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Este,Consumidor,26/11/2021,First Class,New York,Portafolio,0.2,6.0256,4,17.216
Suministros de Oficina,Seattle,United States,Amy Cox,Ibico,24/11/2021,US-2021-163573,98105,Ibico Hi-Tech Manual Binding System,Oeste,Consumidor,27/11/2021,First Class,Washington,Portafolio,0.2,381.2375,5,1219.96
Suministros de Oficina,Cleveland,United States,Cathy Armstrong,Other,24/11/2021,US-2021-125661,44105,Brown Kraft Recycled Envelopes,Este,Home Office,26/11/2021,First Class,Ohio,Sobres,0.2,15.282,3,40.752
Suministros de Oficina,Philadelphia,United States,Matthew Grinstein,Stockwell,24/11/2021,US-2021-105284,19143,Stockwell Gold Paper Clips,Este,Home Office,01/12/2021,Standard Class,Pennsylvania,Ajustadores,0.2,1.6008,3,4.416
Suministros de Oficina,Dallas,United States,Neola Schneider,Other,24/11/2021,US-2021-128531,75217,Colored Push Pins,Central,Consumidor,26/11/2021,Second Class,Texas,Ajustadores,0.2,0.8688,3,4.344
Suministros de Oficina,Dallas,United States,Neola Schneider,Xerox,24/11/2021,US-2021-128531,75217,Xerox 1925,Central,Consumidor,26/11/2021,Second Class,Texas,Papel,0.2,23.235,3,74.352
Suministros de Oficina,Medford,United States,Carol Darley,Other,24/11/2021,US-2021-100083,97504,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Oeste,Consumidor,29/11/2021,Standard Class,Oregon,Papel,0.2,7.745,1,24.784
Suministros de Oficina,Hialeah,United States,Sample Company A,TOPS,24/11/2021,US-2021-123533,33012,Tops Wirebound Message Log Books,Sur,Home Office,30/11/2021,Standard Class,Florida,Papel,0.2,3.4216,4,10.528
Suministros de Oficina,New York City,United States,Nat Carroll,Xerox,24/11/2021,US-2021-124485,10035,Xerox 217,Este,Consumidor,26/11/2021,First Class,New York,Papel,0,3.1104,1,6.48
Suministros de Oficina,New York City,United States,Nat Carroll,Xerox,24/11/2021,US-2021-124485,10035,Xerox 196,Este,Consumidor,26/11/2021,First Class,New York,Papel,0,5.6644,2,11.56
Suministros de Oficina,Dallas,United States,Neola Schneider,Sterilite,24/11/2021,US-2021-128531,75217,Sterilite Officeware Hinged File Box,Central,Consumidor,26/11/2021,Second Class,Texas,Almacenamiento,0.2,3.668,5,41.92
Suministros de Oficina,Bellevue,United States,Clay Rozendal,Other,24/11/2021,US-2021-165561,98006,"Elite 5"" Scissors",Oeste,Home Office,28/11/2021,Standard Class,Washington,Papeleria,0,7.605,3,25.35
Tecnología,Los Angeles,United States,Sung Pak,Logitech,24/11/2021,US-2021-163881,90036,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Oeste,Corporativo,30/11/2021,Standard Class,California,Accesorios,0,190.3728,8,559.92
Tecnología,Dallas,United States,Neola Schneider,Logitech,24/11/2021,US-2021-128531,75217,Logitech G19 Programmable Gaming Keyboard,Central,Consumidor,26/11/2021,Second Class,Texas,Accesorios,0.2,-7.4394,3,297.576
Tecnología,New York City,United States,Nat Carroll,SanDisk,24/11/2021,US-2021-124485,10035,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Este,Consumidor,26/11/2021,First Class,New York,Accesorios,0,11.492,4,88.4
Tecnología,Dallas,United States,Neola Schneider,Logitech,24/11/2021,US-2021-128531,75217,Logitech G105 Gaming Keyboard,Central,Consumidor,26/11/2021,Second Class,Texas,Accesorios,0.2,-2.3748,2,94.992
Tecnología,Los Angeles,United States,Sung Pak,Plantronics,24/11/2021,US-2021-163881,90036,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Oeste,Corporativo,30/11/2021,Standard Class,California,Accesorios,0,217.767,2,659.9
Tecnología,Cleveland,United States,Cathy Armstrong,Other,24/11/2021,US-2021-125661,44105,V7 USB Numeric Keypad,Este,Home Office,26/11/2021,First Class,Ohio,Accesorios,0.2,-22.7435,5,139.96
Tecnología,Los Angeles,United States,Alyssa Tate,Other,24/11/2021,US-2021-100468,90045,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Oeste,Home Office,01/12/2021,Standard Class,California,Telefonos,0.2,3.352,2,33.52
Tecnología,Dallas,United States,George Ashbrook,AT&T,24/11/2021,US-2021-132731,75081,AT&T 1080 Phone,Central,Consumidor,28/11/2021,Standard Class,Texas,Telefonos,0.2,49.3164,6,657.552
Muebles,Los Angeles,United States,Mark Hamilton,Other,25/11/2021,US-2021-113341,90032,"Padded Folding Chairs, Black, 4/Carton",Oeste,Consumidor,29/11/2021,Standard Class,California,Sillas,0.2,19.4352,3,194.352
Muebles,Jackson,United States,Brenda Bowman,Chromcraft,25/11/2021,US-2021-169838,49201,Chromcraft Round Conference Tables,Central,Corporativo,29/11/2021,Standard Class,Michigan,Mesas,0,329.4081,9,1568.61
Suministros de Oficina,Lancaster,United States,Cindy Stewart,GBC,25/11/2021,US-2021-108196,43130,GBC Ibimaster 500 Manual ProClick Binding System,Este,Consumidor,02/12/2021,Standard Class,Ohio,Portafolio,0.7,-304.392,2,456.588
Suministros de Oficina,Jackson,United States,Brenda Bowman,Wilson Jones,25/11/2021,US-2021-169838,49201,Wilson Jones International Size A4 Ring Binders,Central,Corporativo,29/11/2021,Standard Class,Michigan,Portafolio,0,8.304,1,17.3
Suministros de Oficina,Jacksonville,United States,Heather Jas,Other,25/11/2021,US-2021-165470,32216,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Sur,Home Office,30/11/2021,Standard Class,Florida,Papel,0.2,1.651,1,5.08
Suministros de Oficina,Plainfield,United States,Barry Pond,Fellowes,25/11/2021,US-2021-160535,7060,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Este,Corporativo,30/11/2021,Standard Class,New Jersey,Almacenamiento,0,67.608,4,563.4
Suministros de Oficina,Huntsville,United States,Jay Kimmel,Sterilite,25/11/2021,US-2021-132549,35810,Sterilite Officeware Hinged File Box,Sur,Consumidor,30/11/2021,Standard Class,Alabama,Almacenamiento,0,19.8072,7,73.36
Tecnología,Lancaster,United States,Cindy Stewart,NETGEAR,25/11/2021,US-2021-108196,43130,NETGEAR RangeMax WNR1000 Wireless Router,Este,Consumidor,02/12/2021,Standard Class,Ohio,Accesorios,0.2,11.9952,3,59.976
Tecnología,Jackson,United States,Brenda Bowman,Memorex,25/11/2021,US-2021-169838,49201,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,Central,Corporativo,29/11/2021,Standard Class,Michigan,Accesorios,0,62.4,8,160
Tecnología,Lancaster,United States,Cindy Stewart,Cubify,25/11/2021,US-2021-108196,43130,Cubify CubeX 3D Printer Double Head Print,Este,Consumidor,02/12/2021,Standard Class,Ohio,Maquinas,0.7,-6599.978,5,4499.985
Tecnología,Plainfield,United States,Barry Pond,Other,25/11/2021,US-2021-160535,7060,Konica Minolta magicolor 1690MF Multifunction Printer,Este,Corporativo,30/11/2021,Standard Class,New Jersey,Maquinas,0,118.3704,8,319.92
Tecnología,Jonesboro,United States,Emily Phan,OtterBox,25/11/2021,US-2021-119298,72401,OtterBox Defender Series Case - Samsung Galaxy S4,Sur,Consumidor,28/11/2021,First Class,Arkansas,Telefonos,0,17.994,2,59.98
Muebles,Los Angeles,United States,Maribeth Schnelling,DMI,26/11/2021,US-2021-107104,90045,DMI Eclipse Executive Suite Bookcases,Oeste,Consumidor,30/11/2021,Standard Class,California,Libreros,0.15,160.3136,8,3406.664
Muebles,Los Angeles,United States,Maribeth Schnelling,GE,26/11/2021,US-2021-107104,90045,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Oeste,Consumidor,30/11/2021,Standard Class,California,Muebleria,0,297.69,6,595.38
Muebles,New York City,United States,Dean Katz,Bevis,26/11/2021,US-2021-130288,10011,"Bevis Oval Conference Table, Walnut",Este,Corporativo,30/11/2021,Second Class,New York,Mesas,0.4,-120.0508,2,313.176
Suministros de Oficina,Los Angeles,United States,Maribeth Schnelling,Belkin,26/11/2021,US-2021-107104,90045,Belkin F9S820V06 8 Outlet Surge,Oeste,Consumidor,30/11/2021,Standard Class,California,Linea Blanca,0,19.488,2,64.96
Suministros de Oficina,El Paso,United States,George Ashbrook,Dixon,26/11/2021,US-2021-106915,79907,DIXON Ticonderoga Erasable Checking Pencils,Central,Consumidor,02/12/2021,Standard Class,Texas,Arte,0.2,4.2408,4,17.856
Suministros de Oficina,Los Angeles,United States,Maribeth Schnelling,Newell,26/11/2021,US-2021-107104,90045,Newell 31,Oeste,Consumidor,30/11/2021,Standard Class,California,Arte,0,10.4076,9,37.17
Suministros de Oficina,Miami,United States,Pete Armstrong,Other,26/11/2021,US-2021-158309,33142,Zipper Ring Binder Pockets,Sur,Home Office,29/11/2021,First Class,Florida,Portafolio,0.7,-2.6208,4,3.744
Suministros de Oficina,Mobile,United States,Mark Cousins,Other,26/11/2021,US-2021-133711,36608,Surelock Post Binders,Sur,Corporativo,29/11/2021,First Class,Alabama,Portafolio,0,45.84,3,91.68
Suministros de Oficina,Seattle,United States,Tamara Chand,Newell,26/11/2021,US-2021-129693,98105,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Oeste,Corporativo,02/12/2021,Standard Class,Washington,Portafolio,0.2,2.5592,2,7.312
Suministros de Oficina,Philadelphia,United States,Eric Hoffmann,Other,26/11/2021,US-2021-158288,19120,Binding Machine Supplies,Este,Consumidor,28/11/2021,Second Class,Pennsylvania,Portafolio,0.7,-57.7566,9,78.759
Suministros de Oficina,Mobile,United States,Mark Cousins,Wilson Jones,26/11/2021,US-2021-133711,36608,Wilson Jones DublLock D-Ring Binders,Sur,Corporativo,29/11/2021,First Class,Alabama,Portafolio,0,16.875,5,33.75
Suministros de Oficina,Mobile,United States,Mark Cousins,Easy-staple paper,26/11/2021,US-2021-133711,36608,Easy-staple paper,Sur,Corporativo,29/11/2021,First Class,Alabama,Papel,0,34.7802,7,70.98
Suministros de Oficina,Shelton,United States,Cynthia Delaney,Xerox,26/11/2021,US-2021-145135,6484,Xerox 1959,Este,Home Office,28/11/2021,First Class,Connecticut,Papel,0,6.4128,2,13.36
Tecnología,Shelton,United States,Cynthia Delaney,Other,26/11/2021,US-2021-145135,6484,Micropad Numeric Keypads,Este,Home Office,28/11/2021,First Class,Connecticut,Accesorios,0,14.9925,3,59.97
Tecnología,Mobile,United States,Mark Cousins,Hewlett-Packard,26/11/2021,US-2021-133711,36608,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Sur,Corporativo,29/11/2021,First Class,Alabama,Maquinas,0,1459.2,8,3040
Tecnología,Philadelphia,United States,Carol Triggs,Mitel,26/11/2021,US-2021-126893,19134,Mitel MiVoice 5330e IP Phone,Este,Consumidor,01/12/2021,Standard Class,Pennsylvania,Telefonos,0.4,-115.4958,3,494.982
Muebles,Westfield,United States,Pamela Coakley,Ultra,27/11/2021,US-2021-159639,7090,Ultra Door Pull Handle,Este,Corporativo,02/12/2021,Standard Class,New Jersey,Muebleria,0,10.4148,3,31.56
Muebles,Fort Lauderdale,United States,Herbert Flentye,KI,27/11/2021,US-2021-104276,33311,KI Adjustable-Height Table,Sur,Consumidor,03/12/2021,Standard Class,Florida,Mesas,0.45,-114.3534,7,331.023
Suministros de Oficina,Lincoln Park,United States,Victoria Brennan,Euro Pro,27/11/2021,US-2021-162313,48146,Euro-Pro Shark Turbo Vacuum,Central,Corporativo,30/11/2021,First Class,Michigan,Linea Blanca,0.1,29.7408,6,167.292
Suministros de Oficina,East Orange,United States,Cassandra Brandow,Newell,27/11/2021,US-2021-117583,7017,Newell 324,Este,Consumidor,30/11/2021,First Class,New Jersey,Arte,0,9.702,3,34.65
Suministros de Oficina,Overland Park,United States,Rob Williams,Ibico,27/11/2021,US-2021-144911,66212,Ibico Plastic Spiral Binding Combs,Central,Corporativo,30/11/2021,First Class,Kansas,Portafolio,0,69.92,5,152
Suministros de Oficina,East Orange,United States,Cassandra Brandow,GBC,27/11/2021,US-2021-117583,7017,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Este,Consumidor,30/11/2021,First Class,New Jersey,Portafolio,0,38.376,5,79.95
Suministros de Oficina,East Orange,United States,Cassandra Brandow,Xerox,27/11/2021,US-2021-117583,7017,Xerox 1945,Este,Consumidor,30/11/2021,First Class,New Jersey,Papel,0,100.4255,5,204.95
Suministros de Oficina,East Orange,United States,Cassandra Brandow,Xerox,27/11/2021,US-2021-117583,7017,Xerox 215,Este,Consumidor,30/11/2021,First Class,New Jersey,Papel,0,12.4416,4,25.92
Suministros de Oficina,Phoenix,United States,Chris McAfee,Eldon,27/11/2021,US-2021-114230,85023,Eldon Simplefile Box Office,Oeste,Consumidor,01/12/2021,Standard Class,Arizona,Almacenamiento,0.2,3.9808,4,39.808
Suministros de Oficina,Chicago,United States,Greg Guthrie,SAFCO,27/11/2021,US-2021-129686,60623,"SAFCO Commercial Wire Shelving, 72h",Central,Corporativo,29/11/2021,Second Class,Illinois,Almacenamiento,0.2,-24.496,2,97.984
Tecnología,Chicago,United States,Greg Guthrie,Memorex,27/11/2021,US-2021-129686,60623,Memorex Micro Travel Drive 8 GB,Central,Corporativo,29/11/2021,Second Class,Illinois,Accesorios,0.2,19.5,6,62.4
Tecnología,Overland Park,United States,Rob Williams,Verbatim,27/11/2021,US-2021-144911,66212,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Central,Corporativo,30/11/2021,First Class,Kansas,Accesorios,0,15.378,5,34.95
Tecnología,Fort Lauderdale,United States,Herbert Flentye,Other,27/11/2021,US-2021-104276,33311,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Sur,Consumidor,03/12/2021,Standard Class,Florida,Telefonos,0.2,14.595,1,116.76
Tecnología,Scottsdale,United States,Craig Carreira,Motorola,27/11/2021,US-2021-152121,85254,Motorola Moto X,Oeste,Consumidor,29/11/2021,Second Class,Arizona,Telefonos,0.2,23.7993,1,271.992
Muebles,Philadelphia,United States,David Smith,Other,28/11/2021,US-2021-127243,19140,"Situations Contoured Folding Chairs, 4/Set",Este,Corporativo,04/12/2021,Standard Class,Pennsylvania,Sillas,0.3,-24.843,7,347.802
Muebles,Marietta,United States,Randy Ferguson,Global,28/11/2021,US-2021-163167,30062,"Global Push Button Manager's Chair, Indigo",Sur,Corporativo,01/12/2021,Second Class,Georgia,Sillas,0,52.9743,3,182.67
Suministros de Oficina,Fairfield,United States,Sally Knutson,Avery,28/11/2021,US-2021-105018,6824,Avery Poly Binder Pockets,Este,Consumidor,02/12/2021,Standard Class,Connecticut,Portafolio,0,3.4368,2,7.16
Suministros de Oficina,Palm Coast,United States,Anthony Jacobs,ACCOHIDE,28/11/2021,US-2021-123617,32137,ACCOHIDE Binder by Acco,Sur,Corporativo,03/12/2021,Standard Class,Florida,Portafolio,0.7,-5.6994,6,7.434
Suministros de Oficina,Philadelphia,United States,David Smith,GBC,28/11/2021,US-2021-127243,19140,GBC Plasticlear Binding Covers,Este,Corporativo,04/12/2021,Standard Class,Pennsylvania,Portafolio,0.7,-5.0512,2,6.888
Suministros de Oficina,Philadelphia,United States,David Smith,OIC,28/11/2021,US-2021-127243,19140,Translucent Push Pins by OIC,Este,Corporativo,04/12/2021,Standard Class,Pennsylvania,Ajustadores,0.2,2.6928,8,12.672
Suministros de Oficina,Philadelphia,United States,David Smith,Tennsco,28/11/2021,US-2021-127243,19140,Tennsco Commercial Shelving,Este,Corporativo,04/12/2021,Standard Class,Pennsylvania,Almacenamiento,0.2,-7.7292,2,32.544
Suministros de Oficina,Marietta,United States,Randy Ferguson,Other,28/11/2021,US-2021-163167,30062,"24 Capacity Maxi Data Binder Racks, Pearl",Sur,Corporativo,01/12/2021,Second Class,Georgia,Almacenamiento,0,315.825,6,1263.3
Suministros de Oficina,Marietta,United States,Randy Ferguson,Tennsco,28/11/2021,US-2021-163167,30062,Tennsco Single-Tier Lockers,Sur,Corporativo,01/12/2021,Second Class,Georgia,Almacenamiento,0,56.301,3,1126.02
Tecnología,Marietta,United States,Randy Ferguson,Kingston,28/11/2021,US-2021-163167,30062,Kingston Digital DataTraveler 32GB USB 2.0,Sur,Corporativo,01/12/2021,Second Class,Georgia,Accesorios,0,6.102,6,101.7
Tecnología,Philadelphia,United States,David Smith,Other,28/11/2021,US-2021-127243,19140,Wireless Extenders zBoost YX545 SOHO Signal Booster,Este,Corporativo,04/12/2021,Standard Class,Pennsylvania,Telefonos,0.4,-73.7061,3,340.182
Muebles,Aurora,United States,Daniel Raglin,Tenex,29/11/2021,US-2021-160241,60505,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Central,Home Office,04/12/2021,Second Class,Illinois,Muebleria,0.6,-302.72,4,242.176
Tecnología,Dallas,United States,Nick Crebassa,Memorex,29/11/2021,US-2021-131674,75217,Memorex Micro Travel Drive 32 GB,Central,Corporativo,01/12/2021,Second Class,Texas,Accesorios,0.2,16.7946,2,58.416
Muebles,Detroit,United States,Bruce Stewart,Other,30/11/2021,US-2021-156748,48227,High-Back Leather Manager's Chair,Central,Consumidor,06/12/2021,Standard Class,Michigan,Sillas,0,35.0973,3,389.97
Suministros de Oficina,Detroit,United States,Bruce Stewart,REDIFORM,30/11/2021,US-2021-156748,48227,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Central,Consumidor,06/12/2021,Standard Class,Michigan,Papel,0,16.68,4,33.36
Suministros de Oficina,Detroit,United States,Bruce Stewart,Adams,30/11/2021,US-2021-156748,48227,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Central,Consumidor,06/12/2021,Standard Class,Michigan,Papel,0,6.3296,2,13.76
Suministros de Oficina,Detroit,United States,Bruce Stewart,Other,30/11/2021,US-2021-156748,48227,Sensible Storage WireTech Storage Systems,Central,Consumidor,06/12/2021,Standard Class,Michigan,Almacenamiento,0,24.843,7,496.86
Tecnología,Hickory,United States,Dean Braden,AT&T,30/11/2021,US-2021-134761,28601,AT&T 17929 Lendline Telephone,Sur,Consumidor,30/11/2021,Mismo Dia,North Carolina,Telefonos,0.2,2.7144,1,36.192
Muebles,Rockville,United States,Joel Eaton,Other,01/12/2021,US-2021-113621,20852,Harbour Creations Steel Folding Chair,Este,Consumidor,05/12/2021,Standard Class,Maryland,Sillas,0,51.75,2,172.5
Muebles,San Angelo,United States,John Murray,Other,01/12/2021,US-2021-130393,76903,"Situations Contoured Folding Chairs, 4/Set",Central,Consumidor,03/12/2021,Second Class,Texas,Sillas,0.3,-17.745,5,248.43
Muebles,San Angelo,United States,John Murray,Global,01/12/2021,US-2021-130393,76903,"Global Push Button Manager's Chair, Indigo",Central,Consumidor,03/12/2021,Second Class,Texas,Sillas,0.3,-1.2178,2,85.246
Muebles,Fairfield,United States,Shirley Jackson,Hon,01/12/2021,US-2021-157336,6824,Hon Every-Day Series Multi-Task Chairs,Este,Consumidor,05/12/2021,Second Class,Connecticut,Sillas,0,150.384,4,751.92
Muebles,Oxnard,United States,Laurel Beltran,Tenex,01/12/2021,US-2021-155768,93030,Tenex Chairmats For Use With Carpeted Floors,Oeste,Home Office,01/12/2021,Mismo Dia,California,Muebleria,0,1.598,2,31.96
Muebles,Richmond,United States,Rick Duston,DAX,01/12/2021,US-2021-136434,47374,DAX Cubicle Frames - 8x10,Central,Consumidor,07/12/2021,Standard Class,Indiana,Muebleria,0,5.193,3,17.31
Muebles,Franklin,United States,Eva Jacobs,Executive Impressions,01/12/2021,US-2021-142594,2038,"Executive Impressions 14""",Este,Consumidor,06/12/2021,Second Class,Massachusetts,Muebleria,0,48.906,5,111.15
Muebles,San Francisco,United States,Carl Ludwig,Westinghouse,01/12/2021,US-2021-150035,94122,Westinghouse Clip-On Gooseneck Lamps,Oeste,Consumidor,05/12/2021,Standard Class,California,Muebleria,0,4.3524,2,16.74
Muebles,Franklin,United States,Eva Jacobs,Chromcraft,01/12/2021,US-2021-142594,2038,Chromcraft Round Conference Tables,Este,Consumidor,06/12/2021,Second Class,Massachusetts,Mesas,0.3,-47.0583,3,366.009
Suministros de Oficina,Franklin,United States,Eva Jacobs,Honeywell,01/12/2021,US-2021-142594,2038,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Este,Consumidor,06/12/2021,Second Class,Massachusetts,Linea Blanca,0,297.6435,3,901.95
Suministros de Oficina,Richmond,United States,Jonathan Doherty,Honeywell,01/12/2021,US-2021-143805,23223,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Sur,Corporativo,03/12/2021,Second Class,Virginia,Linea Blanca,0,694.5015,7,2104.55
Suministros de Oficina,San Angelo,United States,John Murray,Acco,01/12/2021,US-2021-130393,76903,Acco 6 Outlet Guardian Premium Surge Suppressor,Central,Consumidor,03/12/2021,Second Class,Texas,Linea Blanca,0.8,-30.8672,4,11.648
Suministros de Oficina,Knoxville,United States,Allen Goldenen,Newell,01/12/2021,US-2021-136483,37918,Newell 343,Sur,Consumidor,06/12/2021,Standard Class,Tennessee,Arte,0.2,0.4116,2,4.704
Suministros de Oficina,Los Angeles,United States,Fred Hopkins,Sanford,01/12/2021,US-2021-104689,90004,"Sanford Colorific Colored Pencils, 12/Box",Oeste,Corporativo,05/12/2021,Standard Class,California,Arte,0,6.912,8,23.04
Suministros de Oficina,Fairfield,United States,Shirley Jackson,XtraLife,01/12/2021,US-2021-157336,6824,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Este,Consumidor,05/12/2021,Second Class,Connecticut,Portafolio,0,40.5168,6,88.08
Suministros de Oficina,Oxnard,United States,Laurel Beltran,Other,01/12/2021,US-2021-155768,93030,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Oeste,Home Office,01/12/2021,Mismo Dia,California,Sobres,0,11.2308,3,22.92
Suministros de Oficina,Oxnard,United States,Laurel Beltran,Xerox,01/12/2021,US-2021-155768,93030,Xerox 1886,Oeste,Home Office,01/12/2021,Mismo Dia,California,Papel,0,22.992,1,47.9
Suministros de Oficina,Rochester,United States,Gary Zandusky,Universal,01/12/2021,US-2021-129903,55901,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Central,Consumidor,04/12/2021,Second Class,Minnesota,Papel,0,11.7208,4,23.92
Suministros de Oficina,Oxnard,United States,Laurel Beltran,Sauder,01/12/2021,US-2021-155768,93030,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Oeste,Home Office,01/12/2021,Mismo Dia,California,Almacenamiento,0,222.588,3,1112.94
Suministros de Oficina,Richmond,United States,Jonathan Doherty,Acme,01/12/2021,US-2021-143805,23223,Acme Softgrip Scissors,Sur,Corporativo,03/12/2021,Second Class,Virginia,Papeleria,0,11.803,5,40.7
Tecnología,Franklin,United States,Eva Jacobs,Other,01/12/2021,US-2021-142594,2038,Jensen SMPS-640 - speaker phone,Este,Consumidor,06/12/2021,Second Class,Massachusetts,Telefonos,0,35.8644,3,137.94
Tecnología,Raleigh,United States,Mike Vittorini,Jabra,01/12/2021,US-2021-127698,27604,Jabra Supreme Plus Driver Edition Headset,Sur,Consumidor,01/12/2021,Mismo Dia,North Carolina,Telefonos,0.2,86.3928,9,863.928
Tecnología,Rockville,United States,Joel Eaton,Other,01/12/2021,US-2021-113621,20852,JBL Micro Wireless Portable Bluetooth Speaker,Este,Consumidor,05/12/2021,Standard Class,Maryland,Telefonos,0,44.9925,3,179.97
Muebles,Houston,United States,Muhammed Yedwab,Sauder,02/12/2021,US-2021-164770,77036,Sauder Camden County Collection Library,Central,Corporativo,04/12/2021,Second Class,Texas,Libreros,0.32,-137.976,10,781.864
Muebles,San Jose,United States,Keith Dawkins,Eldon,02/12/2021,US-2021-113985,95123,"Eldon Regeneration Recycled Desk Accessories, Black",Oeste,Corporativo,07/12/2021,Standard Class,California,Muebleria,0,5.6628,3,14.52
Muebles,Providence,United States,Deborah Brumfield,Eldon,02/12/2021,US-2021-163804,2908,Eldon 500 Class Desk Accessories,Este,Home Office,08/12/2021,Standard Class,Rhode Island,Muebleria,0,23.8986,6,72.42
Suministros de Oficina,San Jose,United States,Keith Dawkins,Holmes,02/12/2021,US-2021-113985,95123,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Oeste,Corporativo,07/12/2021,Standard Class,California,Linea Blanca,0,26.865,3,59.7
Suministros de Oficina,San Jose,United States,Keith Dawkins,Other,02/12/2021,US-2021-113985,95123,Satellite Sectional Post Binders,Oeste,Corporativo,07/12/2021,Standard Class,California,Portafolio,0.2,33.8598,3,104.184
